city,CH,date,time,dayofweek,meter,busy,road,way,weather,video,num,cnt,car,bus,truck
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,034,1,5,1,2
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,035,1,5,0,1
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,036,1,6,0,4
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,037,1,13,1,8
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,038,1,14,0,7
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,039,1,13,0,11
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,040,1,11,0,8
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,041,1,17,0,4
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,042,1,8,1,9
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,043,1,8,1,7
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,044,1,4,2,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,045,1,4,1,6
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,046,1,5,0,8
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,047,1,12,0,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,048,1,14,0,11
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,049,1,17,0,12
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,050,1,24,0,9
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,051,1,20,0,9
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,052,1,19,0,8
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,053,1,30,0,6
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,054,1,13,0,9
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,055,1,5,1,9
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,056,1,5,0,7
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,057,1,2,0,8
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,058,1,7,1,6
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,059,1,7,1,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,060,1,8,0,7
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,061,1,23,1,12
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,062,1,25,1,14
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,063,1,16,1,13
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,064,1,16,0,15
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,065,1,20,0,7
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,066,1,20,0,7
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,067,1,9,0,4
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,068,1,8,0,6
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,069,1,5,0,2
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,070,1,8,0,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,071,1,4,0,9
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,072,1,2,0,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,073,1,9,1,13
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,074,1,19,0,11
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,075,1,20,0,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,076,1,28,0,11
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,077,1,21,0,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,078,1,14,0,8
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,079,1,8,0,0
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,080,1,12,0,2
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,081,1,15,1,2
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,082,1,3,1,4
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,083,1,5,0,3
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,084,1,9,0,6
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,085,1,26,0,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,086,1,31,0,11
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,087,1,20,0,11
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,088,1,18,0,7
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,089,1,16,0,7
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,090,1,24,1,8
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,091,1,10,0,7
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,092,1,5,2,4
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,093,1,6,1,3
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,094,1,4,1,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,095,1,13,1,6
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,096,1,8,0,6
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,097,1,24,0,9
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,098,1,21,2,12
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,099,1,21,2,8
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,100,1,17,1,4
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,101,1,16,0,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,102,1,13,0,9
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,103,1,7,0,3
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,104,1,6,0,1
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,105,1,8,0,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,106,1,7,0,7
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,107,1,6,0,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,108,1,7,0,8
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,109,1,23,2,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,110,1,23,1,13
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,111,1,24,0,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,112,1,24,0,14
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,113,1,19,1,13
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,114,1,15,1,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,115,1,10,1,8
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,116,1,8,0,6
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,117,1,8,2,3
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,118,1,10,1,2
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,119,1,13,0,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,120,1,4,0,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,121,1,13,0,4
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,122,1,23,0,11
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,123,1,29,0,12
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,124,1,22,0,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,125,1,19,0,7
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,126,1,26,0,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,127,1,21,0,6
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,128,1,12,0,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,129,1,8,0,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,130,1,8,2,7
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,131,1,13,1,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,132,1,5,0,3
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,133,1,5,0,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,134,1,23,0,6
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,135,1,16,0,9
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,136,1,19,0,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,137,1,15,0,14
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,138,1,13,0,11
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,139,1,12,0,9
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,140,1,9,0,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,141,1,13,0,6
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,142,1,6,1,9
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,143,1,10,1,5
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,144,1,7,0,3
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,145,1,8,0,2
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,146,1,16,0,10
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,147,1,14,0,9
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,148,1,17,1,12
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,149,1,21,1,11
Suwon,CH01,20200720,1700,MON,9m,NH,highway,TW5,sunny,FHD,150,1,25,2,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,001,1,5,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,002,1,9,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,003,1,19,0,10
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,004,1,20,0,11
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,005,1,19,2,11
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,006,1,27,2,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,007,1,17,1,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,008,1,21,0,8
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,009,1,12,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,010,1,9,0,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,011,1,6,0,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,012,1,7,3,2
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,013,1,6,2,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,014,1,7,0,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,015,1,20,0,8
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,016,1,17,0,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,017,1,17,0,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,018,1,20,0,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,019,1,29,2,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,020,1,30,1,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,021,1,9,0,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,022,1,10,1,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,023,1,7,1,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,024,1,5,0,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,025,1,8,1,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,026,1,7,1,2
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,027,1,24,1,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,028,1,20,2,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,029,1,22,2,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,030,1,20,1,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,031,1,10,0,10
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,032,1,18,0,12
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,033,1,6,0,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,034,1,10,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,035,1,8,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,036,1,8,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,037,1,7,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,038,1,8,2,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,039,1,19,2,10
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,040,1,19,4,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,041,1,23,3,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,042,1,30,3,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,043,1,18,3,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,044,1,16,3,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,045,1,6,2,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,046,1,5,0,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,047,1,10,0,9
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,048,1,12,2,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,049,1,11,1,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,050,1,8,0,2
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,051,1,7,0,2
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,052,1,19,2,10
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,053,1,17,2,10
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,054,1,16,1,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,055,1,17,0,11
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,056,1,22,0,9
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,057,1,20,0,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,058,1,8,0,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,059,1,2,0,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,060,1,12,0,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,061,1,7,0,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,062,1,7,0,8
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,063,1,11,0,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,064,1,31,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,065,1,27,0,8
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,066,1,22,0,8
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,067,1,18,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,068,1,16,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,069,1,12,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,070,1,6,0,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,071,1,8,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,072,1,9,2,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,073,1,7,0,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,074,1,9,0,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,075,1,8,0,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,076,1,21,0,9
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,077,1,23,1,9
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,078,1,16,1,11
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,079,1,13,0,8
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,080,1,17,0,10
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,081,1,19,0,11
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,082,1,13,0,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,083,1,6,0,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,084,1,11,0,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,085,1,6,0,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,086,1,9,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,087,1,12,0,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,088,1,22,0,9
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,089,1,20,1,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,090,1,21,1,10
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,091,1,17,0,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,092,1,24,1,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,093,1,25,1,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,094,1,3,1,2
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,095,1,5,0,1
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,096,1,6,0,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,097,1,13,0,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,098,1,5,0,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,099,1,14,0,11
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,100,1,12,0,9
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,101,1,14,0,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,102,1,20,0,10
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,103,1,13,0,11
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,104,1,7,0,8
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,105,1,10,0,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,106,1,10,0,1
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,107,1,13,0,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,108,1,7,0,2
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,109,1,13,0,1
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,110,1,17,0,1
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,111,1,20,2,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,112,1,10,2,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,113,1,16,1,4
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,114,1,15,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,115,1,22,1,7
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,116,1,12,1,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,117,1,13,0,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,118,1,7,0,1
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,119,1,6,0,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,120,1,9,0,2
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,121,1,7,0,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,122,1,9,0,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,123,1,24,1,3
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,124,1,19,2,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,125,1,17,2,5
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,126,1,27,3,6
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,127,1,26,1,9
Suwon,CH01,20200720,1730,MON,9m,NH,highway,TW5,sunny,FHD,128,1,16,1,6
